Date,EBIT
2020-12-31,$103
2020-09-30,$45
2020-06-30,$112
2020-03-31,$-82
2019-12-31,$62
2019-09-30,$37
2019-06-30,$42
2019-03-31,$78
2018-12-31,$-31
2018-09-30,$45
2018-06-30,$34
2018-03-31,$11
2017-12-31,$25
2017-09-30,$-3
2017-06-30,$29
2017-03-31,$23
2016-12-31,$40
2016-09-30,$31
2016-06-30,$39
2016-03-31,$44
2015-12-31,$48
2015-09-30,$53
2015-06-30,$50
2015-03-31,$42
2014-12-31,$48
2014-09-30,$48
2014-06-30,$48
2014-03-31,$40
2013-12-31,$44
2013-09-30,$54
2013-06-30,$40
2013-03-31,$34
2012-12-31,$30
2012-09-30,$36
2012-06-30,$34
2012-03-31,$40
2011-12-31,$42
2011-09-30,$36
2011-06-30,$65
2011-03-31,$40
2010-12-31,$53
2010-09-30,$41
2010-06-30,$50
2010-03-31,$34
2009-12-31,$46
2009-09-30,$44
2009-06-30,$45
2009-03-31,$-2
2008-12-31,$9
2008-09-30,$9
2008-06-30,$55
2008-03-31,$36
2007-12-31,$49
2007-09-30,$87
2007-06-30,$71
2007-03-31,$47
2006-12-31,$78
2006-09-30,$41
2006-06-30,$24
2006-03-31,$35
2005-12-31,$16
2005-09-30,$35
2005-06-30,$47
2005-03-31,$42
