Date,Shares
2020-12-31,307.0
2020-09-30,306.0
2020-06-30,306.0
2020-03-31,308.0
2019-12-31,320.0
2019-09-30,317.0
2019-06-30,323.0
2019-03-31,328.0
2018-12-31,345.0
2018-09-30,342.0
2018-06-30,348.0
2018-03-31,355.0
2017-12-31,374.0
2017-09-30,371.0
2017-06-30,379.0
2017-03-31,386.0
2016-12-31,406.0
2016-09-30,402.0
2016-06-30,411.0
2016-03-31,417.0
2015-12-31,438.0
2015-09-30,434.0
2015-06-30,442.0
2015-03-31,448.0
2014-12-31,463.0
2014-09-30,461.0
2014-06-30,467.0
2014-03-31,472.0
2013-12-31,487.0
2013-09-30,484.0
2013-06-30,490.0
2013-03-31,497.0
2012-12-31,
2012-11-30,
2012-09-30,511.0
2012-08-31,514.0
2012-06-30,524.0
2012-05-31,529.0
2012-03-31,531.0
2012-02-29,531.0
2011-11-30,
2011-08-31,545.0
2011-05-31,546.0
2011-02-28,546.0
2010-11-30,
2010-08-31,547.0
2010-05-31,552.0
2010-02-28,543.0
2009-11-30,
2009-08-31,517.0
2009-05-31,482.0
2009-02-28,480.0
2008-11-30,
2008-08-31,484.0
2008-05-31,484.0
2008-02-29,482.0
2007-11-30,
2007-08-31,480.0
2007-05-31,477.0
2007-03-31,
2007-02-28,477.0
2006-11-30,
2006-09-30,
2006-08-31,477.0
2006-06-30,
2006-05-31,477.0
