Date,Shares
2020-12-31,892
2020-09-30,891
2020-06-30,891
2020-03-31,897
2019-12-31,915
2019-09-30,936
2019-06-30,954
2019-03-31,966
2018-12-31,989
2018-09-30,1004
2018-06-30,1014
2018-03-31,1022
2017-12-31,1030
2017-09-30,1041
2017-06-30,1042
2017-03-31,1048
2016-12-31,1057
2016-09-30,1068
2016-06-30,1078
2016-03-31,1085
2015-12-31,1096
2015-09-30,1106
2015-06-30,1122
2015-03-31,1126
2014-12-31,1129
2014-09-30,1135
2014-06-30,1140
2014-03-31,1145
2013-12-31,1148
2013-09-30,1153
2013-06-30,1156
2013-03-31,1159
2012-12-31,1164
2012-09-30,1172
2012-06-30,1183
2012-03-31,1196
2011-12-31,1206
2011-09-30,1216
2011-06-30,1234
2011-03-31,1238
2010-12-31,1236
2010-09-30,1213
2010-06-30,1209
2010-03-31,1206
2009-12-31,1203
2009-09-30,1197
2009-06-30,1174
2009-03-31,1147
2008-12-31,1146
2008-09-30,1148
2008-06-30,1143
2008-03-31,1144
2007-12-31,1148
2007-09-30,1141
2007-06-30,723
2007-03-31,720
2006-12-31,715
2006-09-30,723
2006-06-30,721
2006-03-31,730
2005-12-31,729
2005-09-30,725
2005-06-30,728
2005-03-31,735
