Date,Shares
2020-12-31,3087
2020-09-30,3083
2020-06-30,3081
2020-03-31,3101
2019-12-31,3230
2019-09-30,3207
2019-06-30,3260
2019-03-31,3308
2018-12-31,3414
2018-09-30,3394
2018-06-30,3435
2018-03-31,3480
2017-12-31,3577
2017-09-30,3560
2017-06-30,3599
2017-03-31,3630
2016-12-31,3690
2016-09-30,3670
2016-06-30,3706
2016-03-31,3738
2015-12-31,3774
2015-09-30,3726
2015-06-30,3744
2015-03-31,3758
2014-12-31,3798
2014-09-30,3789
2014-06-30,3813
2014-03-31,3824
2013-12-31,3815
2013-09-30,3767
2013-06-30,3814
2013-03-31,3847
2012-12-31,3822
2012-09-30,3814
2012-06-30,3821
2012-03-31,3833
2011-12-31,3920
2011-09-30,3872
2011-06-30,3983
2011-03-31,4014
2010-12-31,3977
2010-09-30,3972
2010-06-30,4006
2010-03-31,3995
2009-12-31,3880
2009-09-30,3962
2009-06-30,3824
2009-03-31,3759
2008-12-31,3522
2008-09-30,3445
2008-06-30,3453
2008-03-31,3423
2007-12-31,3445
2007-09-30,3478
2007-06-30,3522
2007-03-31,3560
2006-12-31,3574
2006-09-30,3574
2006-06-30,3572
2006-03-31,3571
2005-12-31,3557
2005-09-30,3548
2005-06-30,3548
2005-03-31,3570
