Date,EBITDA
2020-12-31,$271
2020-09-30,$253
2020-06-30,$235
2020-03-31,$224
2019-12-31,$248
2019-09-30,$268
2019-06-30,$250
2019-03-31,$249
2018-12-31,$227
2018-09-30,$243
2018-06-30,$249
2018-03-31,$234
2017-12-31,$238
2017-09-30,$242
2017-06-30,$223
2017-03-31,$212
2016-12-31,$196
2016-09-30,$222
2016-06-30,$222
2016-03-31,$215
2015-12-31,$195
2015-09-30,$218
2015-06-30,$216
2015-03-31,$214
2014-12-31,$215
2014-09-30,$216
2014-06-30,$213
2014-03-31,$217
2013-12-31,$218
2013-09-30,$211
2013-06-30,$214
2013-03-31,$194
2012-12-31,$242
2012-09-30,$209
2012-06-30,$206
2012-03-31,$190
2011-12-31,$197
2011-09-30,$210
2011-06-30,$228
2011-03-31,$167
2010-12-31,$206
2010-09-30,$227
2010-06-30,$200
2010-03-31,$193
2009-12-31,$166
2009-09-30,$164
2009-06-30,$175
2009-03-31,$142
2008-12-31,$176
2008-09-30,$121
2008-06-30,$199
2008-03-31,$195
2007-12-31,$215
2007-09-30,$219
2007-06-30,$209
2007-03-31,$222
2006-12-31,$224
2006-09-30,$211
2006-06-30,$212
2006-03-31,$200
2005-12-31,$184
2005-09-30,$197
2005-06-30,$218
2005-03-31,$194
