Date,Shares
2020-12-31,113.0
2020-09-30,113.0
2020-06-30,113.0
2020-03-31,114.0
2019-12-31,114.0
2019-09-30,114.0
2019-06-30,113.0
2019-03-31,113.0
2018-12-31,113.0
2018-09-30,113.0
2018-06-30,113.0
2018-03-31,113.0
2017-12-31,112.0
2017-09-30,113.0
2017-06-30,112.0
2017-03-31,112.0
2016-12-31,111.0
2016-09-30,111.0
2016-06-30,111.0
2016-03-31,111.0
2015-12-31,110.0
2015-09-30,110.0
2015-06-30,110.0
2015-03-31,109.0
2014-12-31,109.0
2014-09-30,109.0
2014-06-30,109.0
2014-03-31,108.0
2013-12-31,109.0
2013-09-30,108.0
2013-06-30,110.0
2013-03-31,110.0
2012-12-31,109.0
2012-09-30,109.0
2012-06-30,108.0
2012-03-31,107.0
2011-12-31,107.0
2011-09-30,107.0
2011-06-30,107.0
2011-03-31,105.0
2010-12-31,106.0
2010-09-30,106.0
2010-06-30,106.0
2010-03-31,104.0
2009-12-31,100.0
2009-09-30,104.0
2009-06-30,104.0
2009-03-31,
2008-12-31,
