Date,Shares
2020-12-31,140
2020-09-30,140
2020-06-30,139
2020-03-31,141
2019-12-31,151
2019-09-30,148
2019-06-30,153
2019-03-31,160
2018-12-31,171
2018-09-30,170
2018-06-30,174
2018-03-31,175
2017-12-31,178
2017-09-30,177
2017-06-30,179
2017-03-31,180
2016-12-31,177
2016-09-30,176
2016-06-30,177
2016-03-31,176
2015-12-31,181
2015-09-30,181
2015-06-30,182
2015-03-31,182
2014-12-31,185
2014-09-30,185
2014-06-30,186
2014-03-31,187
2013-12-31,187
2013-09-30,187
2013-06-30,187
2013-03-31,187
2012-12-31,192
2012-09-30,191
2012-06-30,194
2012-03-31,196
2011-12-31,186
2011-09-30,192
2011-06-30,178
2011-03-31,178
2010-12-31,173
2010-09-30,178
2010-06-30,178
2010-03-31,155
2009-12-31,149
2009-09-30,149
2009-06-30,149
2009-03-31,149
2008-12-31,149
2008-09-30,151
2008-06-30,151
2008-03-31,151
2007-12-31,154
2007-09-30,153
2007-06-30,157
2007-03-31,159
2006-12-31,162
2006-09-30,162
2006-06-30,163
2006-03-31,164
2005-12-31,169
2005-09-30,168
2005-06-30,170
2005-03-31,171
