Date,EBITDA
2020-12-31,"$2,335"
2020-09-30,"$2,154"
2020-06-30,"$2,488"
2020-03-31,"$1,072"
2019-12-31,"$1,542"
2019-09-30,"$1,197"
2019-06-30,"$1,424"
2019-03-31,"$1,730"
2018-12-31,$402
2018-09-30,"$1,290"
2018-06-30,"$1,037"
2018-03-31,"$1,057"
2017-12-31,$840
2017-09-30,$407
2017-06-30,$712
2017-03-31,$788
2016-12-31,$684
2016-09-30,$389
2016-06-30,$418
2016-03-31,$512
2015-12-31,$646
2015-09-30,$558
2015-06-30,$654
2015-03-31,$538
2014-12-31,$640
2014-09-30,$536
2014-06-30,$529
2014-03-31,$564
2013-12-31,$514
2013-09-30,$452
2013-06-30,$594
2013-03-31,$571
2012-12-31,$463
2012-09-30,$527
2012-06-30,$283
2012-03-31,$501
2011-12-31,$502
2011-09-30,$332
2011-06-30,$476
2011-03-31,$665
2010-12-31,$543
2010-09-30,$507
2010-06-30,$432
2010-03-31,$561
2009-12-31,$570
2009-09-30,$499
2009-06-30,$477
2009-03-31,$498
2008-12-31,$347
2008-09-30,$-953
2008-06-30,$426
2008-03-31,$472
2007-12-31,$475
2007-09-30,$568
2007-06-30,$531
2007-03-31,$652
2006-12-31,$708
2006-09-30,$716
2006-06-30,$698
2006-03-31,$754
2005-12-31,$513
2005-09-30,$556
2005-06-30,$684
2005-03-31,$708
