Date,EBIT
2020-12-31,"$2,219"
2020-09-30,"$2,039"
2020-06-30,"$2,383"
2020-03-31,$976
2019-12-31,"$1,439"
2019-09-30,"$1,112"
2019-06-30,"$1,343"
2019-03-31,"$1,659"
2018-12-31,$327
2018-09-30,"$1,214"
2018-06-30,$965
2018-03-31,$983
2017-12-31,$761
2017-09-30,$324
2017-06-30,$632
2017-03-31,$710
2016-12-31,$606
2016-09-30,$322
2016-06-30,$351
2016-03-31,$448
2015-12-31,$576
2015-09-30,$489
2015-06-30,$586
2015-03-31,$497
2014-12-31,$596
2014-09-30,$490
2014-06-30,$486
2014-03-31,$522
2013-12-31,$465
2013-09-30,$392
2013-06-30,$532
2013-03-31,$507
2012-12-31,$397
2012-09-30,$456
2012-06-30,$212
2012-03-31,$428
2011-12-31,$420
2011-09-30,$251
2011-06-30,$398
2011-03-31,$584
2010-12-31,$466
2010-09-30,$425
2010-06-30,$358
2010-03-31,$483
2009-12-31,$497
2009-09-30,$416
2009-06-30,$396
2009-03-31,$418
2008-12-31,$259
2008-09-30,"$-1,039"
2008-06-30,$345
2008-03-31,$378
2007-12-31,$373
2007-09-30,$466
2007-06-30,$437
2007-03-31,$560
2006-12-31,$618
2006-09-30,$631
2006-06-30,$621
2006-03-31,$677
2005-12-31,$440
2005-09-30,$478
2005-06-30,$617
2005-03-31,$644
