Date,Shares
2020-12-31,175.0
2020-09-30,173.0
2020-06-30,173.0
2020-03-31,172.0
2019-12-31,170.0
2019-09-30,169.0
2019-06-30,170.0
2019-03-31,169.0
2018-12-31,166.0
2018-09-30,165.0
2018-06-30,165.0
2018-03-31,165.0
2017-12-31,162.0
2017-09-30,162.0
2017-06-30,162.0
2017-03-31,160.0
2016-12-31,154.0
2016-09-30,155.0
2016-06-30,153.0
2016-03-31,152.0
2015-12-31,146.0
2015-09-30,146.0
2015-06-30,146.0
2015-03-31,143.0
2014-12-31,140.0
2014-09-30,142.0
2014-06-30,141.0
2014-03-31,137.0
2013-12-31,136.0
2013-09-30,136.0
2013-06-30,136.0
2013-03-31,135.0
2012-12-31,134.0
2012-09-30,134.0
2012-06-30,134.0
2012-03-31,134.0
2011-12-31,133.0
2011-09-30,132.0
2011-06-30,133.0
2011-03-31,133.0
2010-12-31,128.0
2010-09-30,126.0
2010-06-30,
2010-03-31,
2009-12-31,
2008-12-31,
