Date,EBITDA
2020-12-31,$164
2020-09-30,$923
2020-06-30,$197
2020-03-31,"$5,643"
2019-12-31,$-37
2019-09-30,"$2,791"
2019-06-30,"$2,297"
2019-03-31,"$1,744"
2018-12-31,"$2,471"
2018-09-30,"$1,079"
2018-06-30,"$1,101"
2018-03-31,"$1,656"
2017-12-31,$961
2017-09-30,$485
2017-06-30,"$1,018"
2017-03-31,"$1,072"
2016-12-31,$300
2016-09-30,"$1,159"
2016-06-30,$-100
2016-03-31,"$2,922"
2015-12-31,$-684
2015-09-30,"$2,163"
2015-06-30,"$1,113"
2015-03-31,"$3,059"
2014-12-31,"$2,076"
2014-09-30,"$2,952"
2014-06-30,"$1,950"
2014-03-31,"$1,826"
2013-12-31,"$1,268"
2013-09-30,$976
2013-06-30,$561
2013-03-31,"$1,247"
2012-12-31,$-477
2012-09-30,"$-1,010"
2012-06-30,"$3,338"
2012-03-31,$-409
2011-12-31,"$1,274"
2011-09-30,"$5,115"
2011-06-30,"$1,510"
2011-03-31,"$1,285"
2010-12-31,$-204
2010-09-30,$385
2010-06-30,"$2,363"
2010-03-31,"$1,185"
2009-12-31,$151
2009-09-30,"$-1,175"
2009-06-30,"$-2,375"
2009-03-31,$-962
2008-12-31,"$1,427"
2008-09-30,"$1,579"
2008-06-30,"$1,060"
2008-03-31,$801
2007-12-31,"$1,383"
2007-09-30,"$1,323"
2007-06-30,"$1,631"
2007-03-31,"$1,443"
2006-12-31,$798
2006-09-30,"$1,316"
2006-06-30,$798
2006-03-31,"$1,014"
2005-12-31,$727
2005-09-30,$961
2005-06-30,"$1,455"
2005-03-31,"$1,150"
