Date,Shares
2020-12-31,913
2020-09-30,914
2020-06-30,913
2020-03-31,920
2019-12-31,944
2019-09-30,936
2019-06-30,953
2019-03-31,963
2018-12-31,1014
2018-09-30,1001
2018-06-30,1024
2018-03-31,1044
2017-12-31,1079
2017-09-30,1072
2017-06-30,1082
2017-03-31,1099
2016-12-31,1109
2016-09-30,1109
2016-06-30,1109
2016-03-31,1109
2015-12-31,1128
2015-09-30,1130
2015-06-30,1128
2015-03-31,1136
2014-12-31,1143
2014-09-30,1141
2014-06-30,1142
2014-03-31,1140
2013-12-31,1116
2013-09-30,1117
2013-06-30,1107
2013-03-31,1104
2012-12-31,1077
2012-09-30,1065
2012-06-30,1070
2012-03-31,1064
2011-12-31,1068
2011-09-30,1066
2011-06-30,1071
2011-03-31,1070
2010-12-31,890
2010-09-30,883
2010-06-30,830
2010-03-31,829
2009-12-31,818
2009-09-30,822
2009-06-30,822
2009-03-31,809
2008-12-31,745
2008-09-30,727
2008-06-30,727
2008-03-31,733
2007-12-31,762
2007-09-30,763
2007-06-30,764
2007-03-31,769
2006-12-31,771
2006-09-30,774
2006-06-30,770
2006-03-31,769
2005-12-31,755
2005-09-30,769
2005-06-30,743
2005-03-31,740
