Date,EBITDA
2020-12-31,"$1,577"
2020-09-30,"$1,508"
2020-06-30,"$1,422"
2020-03-31,"$1,108"
2019-12-31,"$1,429"
2019-09-30,"$1,411"
2019-06-30,"$1,475"
2019-03-31,"$1,640"
2018-12-31,"$1,096"
2018-09-30,"$1,514"
2018-06-30,"$1,488"
2018-03-31,"$1,352"
2017-12-31,"$1,342"
2017-09-30,"$1,405"
2017-06-30,"$1,389"
2017-03-31,"$1,254"
2016-12-31,"$1,225"
2016-09-30,"$1,028"
2016-06-30,$900
2016-03-31,"$1,182"
2015-12-31,"$1,176"
2015-09-30,$931
2015-06-30,$948
2015-03-31,"$1,096"
2014-12-31,"$1,154"
2014-09-30,"$1,151"
2014-06-30,"$1,319"
2014-03-31,"$1,184"
2013-12-31,"$1,110"
2013-09-30,"$1,140"
2013-06-30,"$1,427"
2013-03-31,"$1,432"
2012-12-31,$954
2012-09-30,"$1,547"
2012-06-30,$803
2012-03-31,"$1,259"
2011-12-31,$876
2011-09-30,"$1,144"
2011-06-30,$490
2011-03-31,$636
2010-12-31,$687
2010-09-30,"$1,094"
2010-06-30,$922
2010-03-31,"$1,007"
2009-12-31,$-81
2009-09-30,$574
2009-06-30,$935
2009-03-31,$879
2008-12-31,$308
2008-09-30,$155
2008-06-30,$747
2008-03-31,$733
2007-12-31,$593
2007-09-30,$648
2007-06-30,$641
2007-03-31,$644
2006-12-31,$513
2006-09-30,$561
2006-06-30,$629
2006-03-31,$580
2005-12-31,$564
2005-09-30,$651
2005-06-30,$522
2005-03-31,$512
