Date,EBIT
2020-12-31,"$3,429"
2020-09-30,"$1,719"
2020-06-30,"$1,638"
2020-03-31,$746
2019-12-31,"$2,324"
2019-09-30,"$1,240"
2019-06-30,"$1,167"
2019-03-31,"$1,720"
2018-12-31,$-619
2018-09-30,"$1,272"
2018-06-30,"$1,004"
2018-03-31,"$1,364"
2017-12-31,"$1,813"
2017-09-30,"$1,067"
2017-06-30,$975
2017-03-31,"$1,105"
2016-12-31,"$1,343"
2016-09-30,$842
2016-06-30,$458
2016-03-31,$431
2015-12-31,$799
2015-09-30,"$1,035"
2015-06-30,$617
2015-03-31,"$1,159"
2014-12-31,"$1,317"
2014-09-30,"$1,298"
2014-06-30,"$1,035"
2014-03-31,"$1,001"
2013-12-31,"$1,387"
2013-09-30,"$1,260"
2013-06-30,"$1,213"
2013-03-31,"$1,152"
2012-12-31,$642
2012-09-30,"$1,141"
2012-06-30,$702
2012-03-31,"$1,210"
2011-12-31,"$1,139"
2011-09-30,$316
2011-06-30,$-941
2011-03-31,$863
2010-12-31,$419
2010-09-30,$581
2010-06-30,$269
2010-03-31,$209
2009-12-31,$811
2009-09-30,$364
2009-06-30,$589
2009-03-31,$-1
2008-12-31,"$-1,716"
2008-09-30,"$-1,449"
2008-06-30,$-3
2008-03-31,$523
2007-12-31,"$1,167"
2007-09-30,"$1,472"
2007-06-30,"$2,129"
2007-03-31,"$2,257"
2006-12-31,"$1,843"
2006-09-30,"$1,785"
2006-06-30,"$1,885"
2006-03-31,"$2,297"
2005-12-31,"$1,556"
2005-09-30,"$-2,463"
2005-06-30,"$1,735"
2005-03-31,"$1,644"
