Date,EBITDA
2020-12-31,$184
2020-09-30,$206
2020-06-30,$177
2020-03-31,$253
2019-12-31,$151
2019-09-30,$201
2019-06-30,$172
2019-03-31,$196
2018-12-31,$143
2018-09-30,$179
2018-06-30,$138
2018-03-31,$155
2017-12-31,$143
2017-09-30,$161
2017-06-30,$145
2017-03-31,$149
2016-12-31,$132
2016-09-30,$154
2016-06-30,$146
2016-03-31,$140
2015-12-31,$132
2015-09-30,$149
2015-06-30,$138
2015-03-31,$131
2014-12-31,$77
2014-09-30,$147
2014-06-30,$135
2014-03-31,$113
2013-12-31,$103
2013-09-30,$122
2013-06-30,$111
2013-03-31,$124
2012-12-31,$93
2012-09-30,$106
2012-06-30,$95
2012-03-31,$106
2011-12-31,$80
2011-09-30,$93
2011-06-30,$82
2011-03-31,$97
2010-12-31,$72
2010-09-30,$93
2010-06-30,$87
2010-03-31,$92
2009-12-31,$61
2009-09-30,$87
2009-06-30,$86
2009-03-31,$99
2008-12-31,$73
2008-09-30,$87
2008-06-30,$85
2008-03-31,$102
2007-12-31,$71
2007-09-30,$92
2007-06-30,$101
2007-03-31,$114
2006-12-31,$78
2006-09-30,$81
2006-06-30,$86
2006-03-31,$97
2005-12-31,$73
2005-09-30,$70
2005-06-30,$75
2005-03-31,$84
