Date,Shares
2020-12-31,155
2020-09-30,154
2020-06-30,155
2020-03-31,156
2019-12-31,157
2019-09-30,156
2019-06-30,156
2019-03-31,159
2018-12-31,162
2018-09-30,161
2018-06-30,162
2018-03-31,163
2017-12-31,164
2017-09-30,164
2017-06-30,164
2017-03-31,165
2016-12-31,167
2016-09-30,166
2016-06-30,167
2016-03-31,167
2015-12-31,169
2015-09-30,169
2015-06-30,169
2015-03-31,170
2014-12-31,171
2014-09-30,171
2014-06-30,171
2014-03-31,172
2013-12-31,174
2013-09-30,173
2013-06-30,174
2013-03-31,175
2012-12-31,178
2012-09-30,175
2012-06-30,180
2012-03-31,182
2011-12-31,187
2011-09-30,182
2011-06-30,191
2011-03-31,194
2010-12-31,193
2010-09-30,192
2010-06-30,193
2010-03-31,192
2009-12-31,139
2009-09-30,136
2009-06-30,133
2009-03-31,132
2008-12-31,131
2008-09-30,132
2008-06-30,132
2008-03-31,132
2007-12-31,131
2007-09-30,131
2007-06-30,131
2007-03-31,132
2006-12-31,83
2006-09-30,67
2006-06-30,67
2006-03-31,67
2005-12-31,67
2005-09-30,67
2005-06-30,67
2005-03-31,67
