Date,EBITDA
2020-09-30,"$1,874"
2020-06-30,"$1,520"
2020-03-31,$795
2019-12-31,"$1,540"
2019-09-30,"$1,607"
2019-06-30,"$1,378"
2019-03-31,"$1,322"
2018-12-31,"$1,302"
2018-09-30,"$1,453"
2018-06-30,"$1,494"
2018-03-31,"$1,428"
2017-12-31,"$1,535"
2017-09-30,"$1,454"
2017-06-30,"$1,299"
2017-03-31,"$1,206"
2016-12-31,"$1,285"
2016-09-30,"$1,274"
2016-06-30,"$1,240"
2016-03-31,"$1,029"
2015-12-31,"$1,199"
2015-09-30,"$1,302"
2015-06-30,"$1,315"
2015-03-31,"$1,143"
2014-12-31,"$1,220"
2014-09-30,"$1,241"
2014-06-30,"$1,208"
2014-03-31,"$1,139"
2013-12-31,"$1,223"
2013-09-30,"$1,051"
2013-06-30,$933
2013-03-31,$993
2012-12-31,"$1,093"
2012-09-30,$962
2012-06-30,$915
2012-03-31,$904
2011-12-31,$903
2011-09-30,$873
2011-06-30,$960
2011-03-31,$893
2010-12-31,"$1,042"
2010-09-30,$807
2010-06-30,$803
2010-03-31,$758
2009-12-31,$477
2009-09-30,$440
2009-06-30,$345
2009-03-31,$355
2008-12-31,$429
2008-09-30,$549
2008-06-30,$496
2008-03-31,$485
2007-12-31,$556
2007-09-30,$349
2007-06-30,$359
2007-03-31,$340
2006-12-31,$315
2006-09-30,$39
2006-06-30,$109
2006-03-31,$112
2005-12-31,$121
2005-09-30,$91
2005-06-30,$93
2005-03-31,$76
