Date,Shares
2020-12-31,82.0
2020-09-30,
2020-03-31,85.0
2019-12-31,91.0
2019-09-30,90.0
2019-06-30,92.0
2019-03-31,98.0
2018-12-31,108.0
2018-09-30,107.0
2018-06-30,109.0
2018-03-31,110.0
2017-12-31,111.0
2017-09-30,110.0
2017-06-30,112.0
2017-03-31,114.0
2016-12-31,120.0
2016-09-30,120.0
2016-06-30,120.0
2016-03-31,120.0
2015-12-31,121.0
2015-09-30,121.0
2015-06-30,121.0
2015-03-31,120.0
2014-12-31,120.0
2014-09-30,120.0
2014-06-30,120.0
2014-03-31,120.0
2013-12-31,
2013-09-30,
2012-12-31,
2011-12-31,
