Date,Shares
2020-12-31,299
2020-09-30,298
2020-06-30,298
2020-03-31,300
2019-12-31,301
2019-09-30,301
2019-06-30,301
2019-03-31,300
2018-12-31,301
2018-09-30,300
2018-06-30,301
2018-03-31,280
2017-12-31,262
2017-09-30,299
2017-06-30,298
2017-03-31,298
2016-12-31,296
2016-09-30,296
2016-06-30,296
2016-03-31,296
2015-12-31,296
2015-09-30,296
2015-06-30,296
2015-03-31,296
2014-12-31,295
2014-09-30,295
2014-06-30,295
2014-03-31,295
2013-12-31,294
2013-09-30,293
2013-06-30,293
2013-03-31,292
2012-12-31,256
2012-09-30,256
2012-06-30,256
2012-03-31,256
2011-12-31,255
2011-09-30,255
2011-06-30,255
2011-03-31,255
2010-12-31,241
2010-09-30,237
2010-06-30,264
2010-03-31,236
2009-12-31,236
2009-09-30,236
2009-06-30,236
2009-03-31,235
2008-12-31,231
2008-09-30,231
2008-06-30,231
2008-03-31,230
2007-12-31,233
2007-09-30,232
2007-06-30,234
2007-03-31,234
2006-12-31,233
2006-09-30,233
2006-06-30,232
2006-03-31,231
2005-12-31,232
2005-09-30,232
2005-06-30,231
2005-03-31,231
