Date,Shares
2020-12-31,152
2020-09-30,152
2020-06-30,152
2020-03-31,152
2019-12-31,112
2019-09-30,129
2019-06-30,82
2019-03-31,82
2018-12-31,84
2018-09-30,84
2018-06-30,72
2018-03-31,72
2017-12-31,86
2017-09-30,72
2017-06-30,71
2017-03-31,71
2016-12-31,50
2016-09-30,50
2016-06-30,39
2016-03-31,39
2015-12-31,36
2015-09-30,38
2015-06-30,35
2015-03-31,33
2014-12-31,32
2014-09-30,33
2014-06-30,30
2014-03-31,30
2013-12-31,28
2013-09-30,28
2013-06-30,28
2013-03-31,28
2012-12-31,28
2012-09-30,28
2012-06-30,28
2012-03-31,28
2011-12-31,28
2011-09-30,28
2011-06-30,27
2011-03-31,27
2010-12-31,26
2010-09-30,27
2010-06-30,26
2010-03-31,24
2009-12-31,24
2009-09-30,24
2009-06-30,24
2009-03-31,24
2008-12-31,24
2008-09-30,24
2008-06-30,24
2008-03-31,24
2007-12-31,24
2007-09-30,24
2007-06-30,25
2007-03-31,25
2006-12-31,25
2006-09-30,25
2006-06-30,25
2006-03-31,25
2005-12-31,25
2005-09-30,25
2005-06-30,25
2005-03-31,25
