Date,Shares
2020-12-31,1033
2020-09-30,1031
2020-06-30,1029
2020-03-31,1035
2019-12-31,1056
2019-09-30,1051
2019-06-30,1060
2019-03-31,1066
2018-12-31,1106
2018-09-30,1104
2018-06-30,1123
2018-03-31,1125
2017-12-31,1136
2017-09-30,1106
2017-06-30,1109
2017-03-31,1109
2016-12-31,919
2016-09-30,952
2016-06-30,810
2016-03-31,808
2015-12-31,817
2015-09-30,814
2015-06-30,820
2015-03-31,824
2014-12-31,833
2014-09-30,830
2014-06-30,835
2014-03-31,843
2013-12-31,844
2013-09-30,841
2013-06-30,844
2013-03-31,849
2012-12-31,863
2012-09-30,864
2012-06-30,868
2012-03-31,869
2011-12-31,868
2011-09-30,868
2011-06-30,867
2011-03-31,867
2010-12-31,730
2010-09-30,720
2010-06-30,719
2010-03-31,719
2009-12-31,533
2009-09-30,590
2009-06-30,459
2009-03-31,367
2008-12-31,366
2008-09-30,367
2008-06-30,367
2008-03-31,367
2007-12-31,303
2007-09-30,368
2007-06-30,239
2007-03-31,239
2006-12-31,240
2006-09-30,241
2006-06-30,245
2006-03-31,234
2005-12-31,233
2005-09-30,233
2005-06-30,236
2005-03-31,235
