Date,Shares
2020-12-31,63
2020-09-30,60
2020-06-30,63
2020-03-31,64
2019-12-31,62
2019-09-30,62
2019-06-30,65
2019-03-31,66
2018-12-31,60
2018-09-30,64
2018-06-30,57
2018-03-31,54
2017-12-31,55
2017-09-30,55
2017-06-30,56
2017-03-31,57
2016-12-31,62
2016-09-30,61
2016-06-30,63
2016-03-31,66
2015-12-31,69
2015-09-30,68
2015-06-30,69
2015-03-31,71
2014-12-31,73
2014-09-30,73
2014-06-30,74
2014-03-31,74
2013-12-31,78
2013-09-30,76
2013-06-30,78
2013-03-31,81
2012-12-31,85
2012-09-30,83
2012-06-30,87
2012-03-31,90
2011-12-31,98
2011-09-30,96
2011-06-30,99
2011-03-31,102
2010-12-31,111
2010-09-30,109
2010-06-30,113
2010-03-31,117
2009-12-31,118
2009-09-30,118
2009-06-30,119
2009-03-31,118
2008-12-31,119
2008-09-30,118
2008-06-30,120
2008-03-31,119
2007-12-31,122
2007-09-30,120
2007-06-30,122
2007-03-31,124
2006-12-31,129
2006-09-30,128
2006-06-30,130
2006-03-31,132
2005-12-31,137
2005-09-30,136
2005-06-30,139
2005-03-31,140
