Date,EBITDA
2020-12-31,$765
2020-09-30,$725
2020-06-30,"$1,064"
2020-03-31,"$1,253"
2019-12-31,$759
2019-09-30,$637
2019-06-30,$865
2019-03-31,"$1,063"
2018-12-31,$744
2018-09-30,$665
2018-06-30,$813
2018-03-31,"$1,033"
2017-12-31,$795
2017-09-30,$655
2017-06-30,$817
2017-03-31,$869
2016-12-31,$508
2016-09-30,$681
2016-06-30,$836
2016-03-31,$844
2015-12-31,$705
2015-09-30,$569
2015-06-30,$732
2015-03-31,$836
2014-12-31,$635
2014-09-30,$543
2014-06-30,$741
2014-03-31,$770
2013-12-31,$581
2013-09-30,$493
2013-06-30,$667
2013-03-31,$694
2012-12-31,$501
2012-09-30,$465
2012-06-30,$602
2012-03-31,$610
2011-12-31,$473
2011-09-30,$395
2011-06-30,$547
2011-03-31,$555
2010-12-31,$408
2010-09-30,$323
2010-06-30,$43
2010-03-31,$522
2009-12-31,$53
2009-09-30,$289
2009-06-30,$702
2009-03-31,$414
2008-12-31,$625
2008-09-30,$162
2008-06-30,$398
2008-03-31,$438
2007-12-31,$216
2007-09-30,$218
2007-06-30,$355
2007-03-31,$507
2006-12-31,$249
2006-09-30,$355
2006-06-30,$374
2006-03-31,$458
2005-12-31,$-41
2005-09-30,$306
2005-06-30,$423
2005-03-31,$392
