Date,EBIT
2020-12-31,$235
2020-09-30,$158
2020-06-30,$143
2020-03-31,$115
2019-12-31,$163
2019-09-30,$151
2019-06-30,$148
2019-03-31,$138
2018-12-31,$156
2018-09-30,$141
2018-06-30,$118
2018-03-31,$120
2017-12-31,$-1
2017-09-30,$108
2017-06-30,$83
2017-03-31,$79
2016-12-31,$55
2016-09-30,$28
2016-06-30,$16
2016-03-31,$44
2015-12-31,$11
2015-09-30,$22
2015-06-30,$38
2015-03-31,$70
2014-12-31,$73
2014-09-30,$66
2014-06-30,$74
2014-03-31,$77
2013-12-31,$78
2013-09-30,$31
2013-06-30,$53
2013-03-31,$24
2012-12-31,$65
2012-09-30,$61
2012-06-30,$44
2012-03-31,$59
2011-12-31,$45
2011-09-30,$39
2011-06-30,$4
2011-03-31,$51
2010-12-31,$67
2010-09-30,$-143
2010-06-30,$36
2010-03-31,$40
2009-12-31,$41
2009-09-30,$31
2009-06-30,$26
2009-03-31,$22
2008-12-31,$27
2008-09-30,$21
2008-06-30,$20
2008-03-31,$24
2007-12-31,$23
2007-09-30,$13
2007-06-30,$3
2007-03-31,$15
2006-12-31,$12
2006-09-30,$9
2006-06-30,$4
2006-03-31,$1
2005-12-31,$8
2005-09-30,$8
2005-06-30,$9
2005-03-31,$7
