Date,EBITDA
2020-12-31,$276
2020-09-30,$229
2020-06-30,$231
2020-03-31,$22
2019-12-31,$264
2019-09-30,$115
2019-06-30,$149
2019-03-31,$173
2018-12-31,$153
2018-09-30,$-432
2018-06-30,$239
2018-03-31,$220
2017-12-31,$225
2017-09-30,$230
2017-06-30,$226
2017-03-31,$198
2016-12-31,$362
2016-09-30,$149
2016-06-30,$172
2016-03-31,$136
2015-12-31,$255
2015-09-30,$138
2015-06-30,$212
2015-03-31,$175
2014-12-31,$115
2014-09-30,$248
2014-06-30,$212
2014-03-31,$207
2013-12-31,$248
2013-09-30,$209
2013-06-30,$235
2013-03-31,$207
2012-12-31,$226
2012-09-30,$136
2012-06-30,$210
2012-03-31,$212
2011-12-31,$211
2011-09-30,$156
2011-06-30,$178
2011-03-31,$203
2010-12-31,$83
2010-09-30,$231
2010-06-30,$185
2010-03-31,$193
2009-12-31,$157
2009-09-30,$219
2009-06-30,$194
2009-03-31,$205
2008-12-31,$88
2008-09-30,$121
2008-06-30,$157
2008-03-31,$143
2007-12-31,$413
2007-09-30,$67
2007-06-30,$100
2007-03-31,$160
2006-12-31,$211
2006-09-30,$208
2006-06-30,$235
2006-03-31,$264
2005-12-31,$218
2005-09-30,$252
2005-06-30,$255
2005-03-31,$240
