Date,EPS
2020-12-31,$0.78
2020-09-30,$0.91
2020-06-30,$0.57
2020-03-31,$-0.15
2019-12-31,$1.78
2019-09-30,$0.27
2019-06-30,$0.24
2019-03-31,$0.32
2018-12-31,$0.21
2018-09-30,$-3.22
2018-06-30,$0.61
2018-03-31,$0.50
2017-12-31,$-0.41
2017-09-30,$0.59
2017-06-30,$0.48
2017-03-31,$0.36
2016-12-31,$1.32
2016-09-30,$0.11
2016-06-30,$0.33
2016-03-31,$0.25
2015-12-31,$0.71
2015-09-30,$0.18
2015-06-30,$0.24
2015-03-31,$0.26
2014-12-31,$0.38
2014-09-30,$0.54
2014-06-30,$0.35
2014-03-31,$-1.03
2013-12-31,$0.44
2013-09-30,$1.23
2013-06-30,$0.34
2013-03-31,$0.05
2012-12-31,$0.40
2012-09-30,$-0.02
2012-06-30,$0.24
2012-03-31,$0.21
2011-12-31,$0.22
2011-09-30,$0.61
2011-06-30,$0.16
2011-03-31,$0.16
2010-12-31,$0.42
2010-09-30,$0.17
2010-06-30,$0.12
2010-03-31,$0.13
2009-12-31,$0.09
2009-09-30,$0.08
2009-06-30,$0.15
2009-03-31,$0.13
2008-12-31,$-2.45
2008-09-30,$-0.99
2008-06-30,$-2.65
2008-03-31,$-0.04
2007-12-31,$-0.45
2007-09-30,$-0.28
2007-06-30,$-0.35
2007-03-31,$-0.07
2006-12-31,$0.05
2006-09-30,$0.26
2006-06-30,$-0.21
2006-03-31,$0.35
2005-12-31,$0.35
2005-09-30,$0.42
2005-06-30,$0.48
2005-03-31,$0.44
