139;407;SIVB;NYK;13.04.2021;fraud;-2;2;-4;6
140;413;THG;NYK;14.04.2021;fraud;-2;2;-4;6
141;415;THG;NYK;12.04.2021;fraud;-2;2;-4;6
142;416;THG;NYK;13.04.2021;fraud;-2;2;-4;6
143;420;UMPQ;NYK;14.04.2021;fraud;-2;2;-4;6
144;425;UMPQ;NYK;13.04.2021;fraud;-2;2;-4;6
145;428;UMPQ;NYK;14.04.2021;fraud;-2;2;-4;6
146;429;UMPQ;NYK;21.07.2015;fraud;-2;2;-4;6
147;431;UNM;NYK;14.04.2021;fraud;-2;2;-4;6
148;432;UNM;NYK;14.04.2021;fraud;-2;2;-4;6
149;435;UNM;NYK;13.04.2021;fraud;-2;2;-4;6
150;440;USB;NYK;07.04.2021;fraud;-2;2;-4;6
151;444;USB;NYK;09.04.2021;fraud;-2;2;-4;6
152;446;USB;NYK;22.03.2021;fraud;-2;2;-4;6
153;448;USB;NYK;04.03.2021;fraud;-2;2;-4;6
154;463;WFC;NYK;13.04.2021;fraud;-2;2;-4;6
155;465;WFC;NYK;22.03.2021;fraud;-2;2;-4;6
156;471;WRB;NYK;12.04.2021;fraud;-2;2;-4;6
157;473;WRB;NYK;13.04.2021;fraud;-2;2;-4;6
158;477;WRB;NYK;04.02.2019;fraud;-2;2;-4;6
159;481;ZION;NYK;14.04.2021;fraud;-2;2;-4;6
160;482;ZION;NYK;14.04.2021;fraud;-2;2;-4;6
161;484;ZION;NYK;12.04.2021;fraud;-2;2;-4;6
162;486;ZION;NYK;14.04.2021;fraud;-2;2;-4;6
163;487;ZION;NYK;13.04.2021;fraud;-2;2;-4;6
