Date,Shares
2020-12-31,428.0
2020-09-30,428.0
2020-06-30,428.0
2020-03-31,429.0
2019-12-31,451.0
2019-09-30,447.0
2019-06-30,459.0
2019-03-31,463.0
2018-12-31,480.0
2018-09-30,478.0
2018-06-30,486.0
2018-03-31,489.0
2017-12-31,504.0
2017-09-30,502.0
2017-06-30,507.0
2017-03-31,511.0
2016-12-31,524.0
2016-09-30,521.0
2016-06-30,530.0
2016-03-31,530.0
2015-12-31,538.0
2015-09-30,533.0
2015-06-30,540.0
2015-03-31,550.0
2014-12-31,558.0
2014-09-30,560.0
2014-06-30,560.0
2014-03-31,560.0
2013-12-31,
2013-09-30,560.0
2013-06-30,
2012-12-31,
2011-12-31,
