Date,Shares
2020-12-31,40.0
2020-09-30,40.0
2020-06-30,40.0
2020-03-31,41.0
2019-12-31,42.0
2019-09-30,42.0
2019-06-30,43.0
2019-03-31,43.0
2018-12-31,44.0
2018-09-30,44.0
2018-06-30,44.0
2018-03-31,45.0
2017-12-31,46.0
2017-09-30,45.0
2017-06-30,46.0
2017-03-31,46.0
2016-12-31,47.0
2016-09-30,47.0
2016-06-30,48.0
2016-03-31,49.0
2015-12-31,51.0
2015-09-30,50.0
2015-06-30,52.0
2015-03-31,53.0
2014-12-31,55.0
2014-09-30,55.0
2014-06-30,55.0
2014-03-31,55.0
2013-12-31,57.0
2013-09-30,55.0
2013-06-30,58.0
2013-03-31,58.0
2012-12-31,62.0
2012-09-30,62.0
2012-06-30,63.0
2012-03-31,66.0
2011-12-31,73.0
2011-09-30,74.0
2011-06-30,74.0
2011-03-31,74.0
2010-12-31,73.0
2010-09-30,73.0
2010-06-30,73.0
2010-03-31,
2009-12-31,75.0
2009-09-30,
2009-06-30,
2009-03-31,
2008-12-31,
