Date,EBIT
2020-12-31,$139
2020-09-30,$154
2020-06-30,$141
2020-03-31,$102
2019-12-31,$129
2019-09-30,$132
2019-06-30,$135
2019-03-31,$110
2018-12-31,$115
2018-09-30,$119
2018-06-30,$121
2018-03-31,$90
2017-12-31,$115
2017-09-30,$107
2017-06-30,$104
2017-03-31,$82
2016-12-31,$94
2016-09-30,$96
2016-06-30,$99
2016-03-31,$77
2015-12-31,$80
2015-09-30,$84
2015-06-30,$85
2015-03-31,$75
2014-12-31,$78
2014-09-30,$73
2014-06-30,$84
2014-03-31,$75
2013-12-31,$65
2013-09-30,$71
2013-06-30,$76
2013-03-31,$68
2012-12-31,$69
2012-09-30,$79
2012-06-30,$80
2012-03-31,$70
2011-12-31,$64
2011-09-30,$63
2011-06-30,$65
2011-03-31,$80
2010-12-31,$50
2010-09-30,$69
2010-06-30,$43
2010-03-31,$220
2009-12-31,$199
2009-09-30,$188
2009-06-30,$198
2009-03-31,$175
2008-12-31,
