Date,EBITDA
2020-09-30,$206
2020-06-30,$199
2020-03-31,$176
2019-12-31,$201
2019-09-30,$201
2019-06-30,$197
2019-03-31,$178
2018-12-31,$184
2018-09-30,$181
2018-06-30,$177
2018-03-31,$153
2017-12-31,$174
2017-09-30,$164
2017-06-30,$155
2017-03-31,$137
2016-12-31,$151
2016-09-30,$144
2016-06-30,$142
2016-03-31,$123
2015-12-31,$127
2015-09-30,$127
2015-06-30,$124
2015-03-31,$114
2014-12-31,$118
2014-09-30,$112
2014-06-30,$119
2014-03-31,$113
2013-12-31,$102
2013-09-30,$105
2013-06-30,$108
2013-03-31,$101
2012-12-31,$105
2012-09-30,$110
2012-06-30,$111
2012-03-31,$99
2011-12-31,$96
2011-09-30,$91
2011-06-30,$92
2011-03-31,$104
2010-12-31,$62
2010-09-30,$95
2010-06-30,$68
2010-03-31,$314
2009-12-31,$311
2009-09-30,$275
2009-06-30,$287
2009-03-31,$270
2008-12-31,
