Date,Shares
2020-12-31,228.0
2020-09-30,228.0
2020-06-30,228.0
2020-03-31,227.0
2019-12-31,209.0
2019-09-30,208.0
2019-06-30,200.0
2019-03-31,201.0
2018-12-31,200.0
2018-09-30,200.0
2018-06-30,201.0
2018-03-31,198.0
2017-12-31,193.0
2017-09-30,193.0
2017-06-30,191.0
2017-03-31,187.0
2016-12-31,184.0
2016-09-30,184.0
2016-06-30,184.0
2016-03-31,183.0
2015-12-31,173.0
2015-09-30,176.0
2015-06-30,170.0
2015-03-31,166.0
2014-12-31,155.0
2014-09-30,158.0
2014-06-30,153.0
2014-03-31,148.0
2013-12-31,142.0
2013-09-30,146.0
2013-06-30,137.0
2013-03-31,136.0
2012-12-31,130.0
2012-09-30,132.0
2012-06-30,126.0
2012-03-31,128.0
2011-12-31,116.0
2011-09-30,122.0
2011-06-30,121.0
2011-03-31,99.0
2010-12-31,99.0
2010-09-30,98.0
2010-06-30,96.0
2010-03-31,96.0
2009-12-31,
