Date,EBITDA
2020-12-31,$665
2020-09-30,$527
2020-06-30,$842
2020-03-31,"$-1,105"
2019-12-31,$348
2019-09-30,$363
2019-06-30,$321
2019-03-31,$323
2018-12-31,$-170
2018-09-30,$224
2018-06-30,$241
2018-03-31,$-30
2017-12-31,$553
2017-09-30,$374
2017-06-30,$202
2017-03-31,$354
2016-12-31,$408
2016-09-30,$239
2016-06-30,$332
2016-03-31,$-9
2015-12-31,$25
2015-09-30,$37
2015-06-30,$126
2015-03-31,$97
2014-12-31,$96
2014-09-30,$62
2014-06-30,$233
2014-03-31,$192
2013-12-31,$418
2013-09-30,$552
2013-06-30,$196
2013-03-31,$709
2012-12-31,$496
2012-09-30,$216
2012-06-30,$-83
2012-03-31,$273
2011-12-31,$44
2011-09-30,"$-1,305"
2011-06-30,$-154
2011-03-31,$72
2010-12-31,$485
2010-09-30,$-34
2010-06-30,$-267
2010-03-31,$-188
2009-12-31,
