Date,EBIT
2020-12-31,$659
2020-09-30,$522
2020-06-30,$838
2020-03-31,"$-1,109"
2019-12-31,$344
2019-09-30,$359
2019-06-30,$317
2019-03-31,$319
2018-12-31,$-174
2018-09-30,$220
2018-06-30,$237
2018-03-31,$-34
2017-12-31,$550
2017-09-30,$368
2017-06-30,$198
2017-03-31,$349
2016-12-31,$403
2016-09-30,$234
2016-06-30,$327
2016-03-31,$-13
2015-12-31,$14
2015-09-30,$26
2015-06-30,$115
2015-03-31,$86
2014-12-31,$85
2014-09-30,$51
2014-06-30,$222
2014-03-31,$180
2013-12-31,$406
2013-09-30,$539
2013-06-30,$182
2013-03-31,$694
2012-12-31,$480
2012-09-30,$200
2012-06-30,$-95
2012-03-31,$265
2011-12-31,$37
2011-09-30,"$-1,312"
2011-06-30,$-161
2011-03-31,$66
2010-12-31,$495
2010-09-30,$-40
2010-06-30,$-273
2010-03-31,$-194
2009-12-31,
