Date,EBIT
2020-12-31,"$8,106"
2020-09-30,$745
2020-06-30,"$-9,296"
2020-03-31,"$3,146"
2019-12-31,"$1,496"
2019-09-30,"$1,608"
2019-06-30,"$2,212"
2019-03-31,"$1,495"
2018-12-31,$-329
2018-09-30,"$-1,200"
2018-06-30,"$1,556"
2018-03-31,"$1,508"
2017-12-31,"$1,021"
2017-09-30,"$-2,499"
2017-06-30,"$2,015"
2017-03-31,"$2,024"
2016-12-31,"$-6,349"
2016-09-30,$924
2016-06-30,"$2,960"
2016-03-31,"$3,180"
2015-12-31,"$-5,576"
2015-09-30,$555
2015-06-30,"$3,211"
2015-03-31,"$7,139"
2014-12-31,$-682
2014-09-30,"$4,173"
2014-06-30,"$2,803"
2014-03-31,"$6,010"
2013-12-31,$-93
2013-09-30,"$3,014"
2013-06-30,"$4,626"
2013-03-31,"$4,662"
2012-12-31,"$-1,170"
2012-09-30,"$3,795"
2012-06-30,"$3,642"
2012-03-31,"$5,711"
2011-12-31,"$3,273"
2011-09-30,"$-2,424"
2011-06-30,"$3,451"
2011-03-31,"$3,505"
2010-12-31,$-710
2010-09-30,"$3,322"
2010-06-30,"$4,137"
2010-03-31,"$4,217"
2009-12-31,"$-2,280"
2009-09-30,"$3,846"
2009-06-30,"$5,302"
2009-03-31,"$-1,352"
2008-12-31,"$-43,627"
2008-09-30,"$-23,073"
2008-06-30,"$-4,546"
2008-03-31,"$-7,463"
2007-12-31,"$2,750"
2007-09-30,"$6,111"
2007-06-30,"$6,328"
2007-03-31,"$6,172"
2006-12-31,"$17,352"
2006-09-30,"$6,301"
2006-06-30,"$5,241"
2006-03-31,"$4,793"
2005-12-31,$316
2005-09-30,"$2,547"
2005-06-30,"$6,701"
2005-03-31,"$5,649"
