Date,Shares
2020-12-31,194
2020-09-30,195
2020-06-30,194
2020-03-31,197
2019-12-31,202
2019-09-30,202
2019-06-30,203
2019-03-31,206
2018-12-31,220
2018-09-30,218
2018-06-30,222
2018-03-31,222
2017-12-31,226
2017-09-30,224
2017-06-30,227
2017-03-31,230
2016-12-31,237
2016-09-30,234
2016-06-30,240
2016-03-31,245
2015-12-31,255
2015-09-30,253
2015-06-30,255
2015-03-31,261
2014-12-31,268
2014-09-30,267
2014-06-30,269
2014-03-31,272
2013-12-31,275
2013-09-30,274
2013-06-30,276
2013-03-31,279
2012-12-31,288
2012-09-30,285
2012-06-30,290
2012-03-31,296
2011-12-31,315
2011-09-30,312
2011-06-30,320
2011-03-31,323
2010-12-31,319
2010-09-30,326
2010-06-30,315
2010-03-31,312
2009-12-31,286
2009-09-30,310
2009-06-30,262
2009-03-31,258
2008-12-31,259
2008-09-30,258
2008-06-30,260
2008-03-31,263
2007-12-31,274
2007-09-30,272
2007-06-30,274
2007-03-31,279
2006-12-31,256
2006-09-30,282
2006-06-30,283
2006-03-31,178
2005-12-31,176
2005-09-30,176
2005-06-30,175
2005-03-31,177
