Date,EBIT
2020-12-31,"$-1,443"
2020-09-30,"$2,125"
2020-06-30,$-77
2020-03-31,$102
2019-12-31,"$-1,000"
2019-09-30,"$1,415"
2019-06-30,$491
2019-03-31,$339
2018-12-31,$536
2018-09-30,$601
2018-06-30,$519
2018-03-31,$526
2017-12-31,$-325
2017-09-30,$573
2017-06-30,$596
2017-03-31,$539
2016-12-31,$326
2016-09-30,$678
2016-06-30,$482
2016-03-31,$303
2015-12-31,$419
2015-09-30,$335
2015-06-30,$518
2015-03-31,$430
2014-12-31,$498
2014-09-30,$668
2014-06-30,$604
2014-03-31,$494
2013-12-31,$535
2013-09-30,$509
2013-06-30,$483
2013-03-31,$369
2012-12-31,$469
2012-09-30,$486
2012-06-30,$510
2012-03-31,$376
2011-12-31,$-419
2011-09-30,$234
2011-06-30,$481
2011-03-31,$501
2010-12-31,$234
2010-09-30,$377
2010-06-30,$399
2010-03-31,$416
2009-12-31,$201
2009-09-30,$130
2009-06-30,$8
2009-03-31,$-663
2008-12-31,$-785
2008-09-30,$190
2008-06-30,$245
2008-03-31,$494
2007-12-31,"$2,660"
2007-09-30,$517
2007-06-30,$598
2007-03-31,$619
2006-12-31,"$2,702"
2006-09-30,$558
2006-06-30,$600
2006-03-31,$337
2005-12-31,"$1,844"
2005-09-30,$324
2005-06-30,$260
2005-03-31,$260
