Date,EBITDA
2020-12-31,$520
2020-09-30,$478
2020-06-30,$502
2020-03-31,$489
2019-12-31,$557
2019-09-30,$501
2019-06-30,$445
2019-03-31,$439
2018-12-31,$458
2018-09-30,$424
2018-06-30,$379
2018-03-31,$361
2017-12-31,$402
2017-09-30,$355
2017-06-30,$359
2017-03-31,$338
2016-12-31,$361
2016-09-30,$331
2016-06-30,$325
2016-03-31,$321
2015-12-31,$332
2015-09-30,$289
2015-06-30,$282
2015-03-31,$256
2014-12-31,$258
2014-09-30,$238
2014-06-30,$231
2014-03-31,$224
2013-12-31,$216
2013-09-30,$195
2013-06-30,$184
2013-03-31,$171
2012-12-31,$167
2012-09-30,$155
2012-06-30,$135
2012-03-31,$111
2011-12-31,$95
2011-09-30,$72
2011-06-30,$48
2011-03-31,$34
2010-12-31,$21
2010-09-30,$1
2010-06-30,$-43
2010-03-31,$-0
