Date,Shares
2020-12-31,382
2020-09-30,376
2020-06-30,368
2020-03-31,368
2019-12-31,367
2019-09-30,367
2019-06-30,366
2019-03-31,367
2018-12-31,366
2018-09-30,365
2018-06-30,361
2018-03-31,362
2017-12-31,360
2017-09-30,360
2017-06-30,359
2017-03-31,359
2016-12-31,358
2016-09-30,358
2016-06-30,356
2016-03-31,356
2015-12-31,355
2015-09-30,357
2015-06-30,354
2015-03-31,358
2014-12-31,354
2014-09-30,343
2014-06-30,300
2014-03-31,316
2013-12-31,287
2013-09-30,258
2013-06-30,207
2013-03-31,227
2012-12-31,196
2012-09-30,162
2012-06-30,114
2012-03-31,114
2011-12-31,110
2011-09-30,109
2011-06-30,86
2011-03-31,88
2010-12-31,84
2010-09-30,74
2010-06-30,59
2010-03-31,64
2009-12-31,58
2009-09-30,55
2009-06-30,32
2009-03-31,31
2008-12-31,30
2008-09-30,30
2008-06-30,24
2008-03-31,26
2007-12-31,23
2007-09-30,20
2007-06-30,16
2007-03-31,20
2006-12-31,14
2006-09-30,10
2006-06-30,7
2006-03-31,7
2005-12-31,7
2005-09-30,7
2005-06-30,7
2005-03-31,7
