Date,EBITDA
2020-12-31,$112
2020-09-30,$79
2020-06-30,$94
2020-03-31,$112
2019-12-31,$108
2019-09-30,$114
2019-06-30,$105
2019-03-31,$116
2018-12-31,$133
2018-09-30,$118
2018-06-30,$133
2018-03-31,$106
2017-12-31,$127
2017-09-30,$119
2017-06-30,$159
2017-03-31,$124
2016-12-31,$142
2016-09-30,$148
2016-06-30,$158
2016-03-31,$155
2015-12-31,$163
2015-09-30,$161
2015-06-30,$161
2015-03-31,$159
2014-12-31,$160
2014-09-30,$155
2014-06-30,$144
2014-03-31,$142
2013-12-31,$137
2013-09-30,$122
2013-06-30,$123
2013-03-31,$80
2012-12-31,$113
2012-09-30,$83
2012-06-30,$72
2012-03-31,$69
2011-12-31,$47
2011-09-30,$38
2011-06-30,$27
2011-03-31,$26
2010-12-31,$21
2010-09-30,$20
2010-06-30,$17
2010-03-31,$13
2009-12-31,$16
2009-09-30,$14
2009-06-30,$13
2009-03-31,$13
2008-12-31,$14
2008-09-30,$23
2008-06-30,$15
2008-03-31,$15
2007-12-31,$12
2007-09-30,$8
2007-06-30,$9
2007-03-31,$7
2006-12-31,$5
2006-09-30,$4
2006-06-30,$3
2006-03-31,$2
2005-12-31,$2
2005-09-30,$1
2005-06-30,$1
2005-03-31,$0
