Date,EBIT
2020-12-31,$115
2020-09-30,$92
2020-06-30,$93
2020-03-31,$106
2019-12-31,$105
2019-09-30,$110
2019-06-30,$109
2019-03-31,$116
2018-12-31,$121
2018-09-30,$123
2018-06-30,$117
2018-03-31,$108
2017-12-31,$113
2017-09-30,$105
2017-06-30,$111
2017-03-31,$115
2016-12-31,$125
2016-09-30,$121
2016-06-30,$133
2016-03-31,$129
2015-12-31,$143
2015-09-30,$133
2015-06-30,$133
2015-03-31,$130
2014-12-31,$134
2014-09-30,$137
2014-06-30,$126
2014-03-31,$130
2013-12-31,$121
2013-09-30,$110
2013-06-30,$118
2013-03-31,$80
2012-12-31,$116
2012-09-30,$88
2012-06-30,$74
2012-03-31,$68
2011-12-31,$46
2011-09-30,$37
2011-06-30,$38
2011-03-31,$30
2010-12-31,$21
2010-09-30,$23
2010-06-30,$20
2010-03-31,$21
2009-12-31,$21
2009-09-30,$14
2009-06-30,$13
2009-03-31,$13
2008-12-31,$14
2008-09-30,$25
2008-06-30,$15
2008-03-31,$15
2007-12-31,$12
2007-09-30,$9
2007-06-30,$9
2007-03-31,$7
2006-12-31,$5
2006-09-30,$4
2006-06-30,$4
2006-03-31,$2
2005-12-31,$2
2005-09-30,$1
2005-06-30,$1
2005-03-31,$0
