Date,Shares
2020-12-31,166
2020-09-30,164
2020-06-30,164
2020-03-31,173
2019-12-31,187
2019-09-30,182
2019-06-30,189
2019-03-31,195
2018-12-31,207
2018-09-30,206
2018-06-30,209
2018-03-31,210
2017-12-31,210
2017-09-30,209
2017-06-30,208
2017-03-31,210
2016-12-31,204
2016-09-30,205
2016-06-30,205
2016-03-31,204
2015-12-31,204
2015-09-30,204
2015-06-30,203
2015-03-31,203
2014-12-31,193
2014-09-30,197
2014-06-30,185
2014-03-31,185
2013-12-31,184
2013-09-30,185
2013-06-30,184
2013-03-31,184
2012-12-31,183
2012-09-30,183
2012-06-30,183
2012-03-31,183
2011-12-31,183
2011-09-30,184
2011-06-30,183
2011-03-31,182
2010-12-31,166
2010-09-30,173
2010-06-30,162
2010-03-31,151
2009-12-31,124
2009-09-30,128
2009-06-30,116
2009-03-31,114
2008-12-31,109
2008-09-30,108
2008-06-30,107
2008-03-31,107
2007-12-31,108
2007-09-30,108
2007-06-30,109
2007-03-31,110
2006-12-31,108
2006-09-30,108
2006-06-30,108
2006-03-31,108
2005-12-31,93
2005-09-30,92
2005-06-30,92
2005-03-31,91
