Date,EPS
2020-12-31,$1.13
2020-09-30,$0.87
2020-06-30,$0.73
2020-03-31,$0.44
2019-12-31,$0.79
2019-09-30,$0.60
2019-06-30,$2.24
2019-03-31,$0.77
2018-12-31,$-0.48
2018-09-30,$0.30
2018-06-30,$0.14
2018-03-31,$0.48
2017-12-31,$3.02
2017-09-30,$0.64
2017-06-30,$0.05
2017-03-31,$0.37
2016-12-31,$0.47
2016-09-30,$0.65
2016-06-30,$0.29
2016-03-31,$0.61
2015-12-31,$0.49
2015-09-30,$0.52
2015-06-30,$0.38
2015-03-31,$0.81
2014-12-31,$0.72
2014-09-30,$0.60
2014-06-30,$0.48
2014-03-31,$0.67
2013-12-31,$0.80
2013-09-30,$0.57
2013-06-30,$0.63
2013-03-31,$0.66
2012-12-31,$0.77
2012-09-30,$0.78
2012-06-30,$0.32
2012-03-31,$0.64
2011-12-31,$0.81
2011-09-30,$0.57
2011-06-30,$-0.30
2011-03-31,$0.62
2010-12-31,$0.35
2010-09-30,$0.49
2010-06-30,$0.56
2010-03-31,$0.55
2009-12-31,$0.54
2009-09-30,$0.48
2009-06-30,$0.46
2009-03-31,$0.33
2008-12-31,$0.61
2008-09-30,$-0.79
2008-06-30,$0.11
2008-03-31,$0.34
2007-12-31,$0.41
2007-09-30,$0.41
2007-06-30,$0.52
2007-03-31,$0.52
2006-12-31,$0.65
2006-09-30,$0.43
2006-06-30,$0.61
2006-03-31,$0.50
2005-12-31,$0.36
2005-09-30,$0.02
2005-06-30,$0.72
2005-03-31,$0.57
