Date,Shares
2020-12-31,591.0
2020-09-30,585.0
2020-06-30,584.0
2020-03-31,607.0
2019-12-31,674.0
2019-09-30,662.0
2019-06-30,687.0
2019-03-31,709.0
2018-12-31,747.0
2018-09-30,739.0
2018-06-30,758.0
2018-03-31,770.0
2017-12-31,800.0
2017-09-30,791.0
2017-06-30,807.0
2017-03-31,817.0
2016-12-31,832.0
2016-09-30,831.0
2016-06-30,836.0
2016-03-31,836.0
2015-12-31,836.0
2015-09-30,836.0
2015-06-30,835.0
2015-03-31,835.0
2014-12-31,758.0
2014-09-30,782.0
2014-06-30,705.0
2014-03-31,705.0
2013-12-31,705.0
2013-09-30,705.0
2013-06-30,705.0
2013-03-31,
2012-12-31,
2011-12-31,
