Date,EBITDA
2020-12-31,"$2,579"
2020-09-30,"$1,621"
2020-06-30,"$1,454"
2020-03-31,"$1,444"
2019-12-31,"$1,471"
2019-09-30,"$1,531"
2019-06-30,"$1,515"
2019-03-31,"$1,509"
2018-12-31,"$1,476"
2018-09-30,"$1,514"
2018-06-30,"$1,419"
2018-03-31,"$1,311"
2017-12-31,"$1,246"
2017-09-30,"$1,213"
2017-06-30,"$1,163"
2017-03-31,"$1,086"
2016-12-31,"$1,076"
2016-09-30,"$1,027"
2016-06-30,$929
2016-03-31,$840
2015-12-31,$832
2015-09-30,$769
2015-06-30,$747
2015-03-31,$659
2014-12-31,$725
2014-09-30,$678
2014-06-30,$675
2014-03-31,$672
2013-12-31,$654
2013-09-30,$636
2013-06-30,$585
2013-03-31,$494
2012-12-31,$523
2012-09-30,$542
2012-06-30,$598
2012-03-31,$479
2011-12-31,$444
2011-09-30,$497
2011-06-30,$497
2011-03-31,$514
2010-12-31,$369
2010-09-30,$316
2010-06-30,$439
2010-03-31,$118
2009-12-31,$342
2009-09-30,$421
2009-06-30,$444
2009-03-31,$434
2008-12-31,$606
2008-09-30,$602
2008-06-30,$604
2008-03-31,$584
2007-12-31,$610
2007-09-30,$599
2007-06-30,$502
2007-03-31,$466
2006-12-31,$450
2006-09-30,$452
2006-06-30,$447
2006-03-31,$427
2005-12-31,$147
2005-09-30,$423
2005-06-30,$403
2005-03-31,$374
