Date,Shares
2020-12-31,1435
2020-09-30,1294
2020-06-30,1294
2020-03-31,1294
2019-12-31,1320
2019-09-30,1308
2019-06-30,1337
2019-03-31,1344
2018-12-31,1361
2018-09-30,1364
2018-06-30,1364
2018-03-31,1362
2017-12-31,1353
2017-09-30,1353
2017-06-30,1351
2017-03-31,1351
2016-12-31,1334
2016-09-30,1334
2016-06-30,1333
2016-03-31,1330
2015-12-31,1327
2015-09-30,1328
2015-06-30,1326
2015-03-31,1323
2014-12-31,1315
2014-09-30,1316
2014-06-30,1313
2014-03-31,1311
2013-12-31,1293
2013-09-30,1296
2013-06-30,1288
2013-03-31,1282
2012-12-31,1275
2012-09-30,1275
2012-06-30,1274
2012-03-31,1273
2011-12-31,1229
2011-09-30,1229
2011-06-30,1210
2011-03-31,1207
2010-12-31,1194
2010-09-30,1194
2010-06-30,1195
2010-03-31,1188
2009-12-31,1160
2009-09-30,1163
2009-06-30,1160
2009-03-31,1156
2008-12-31,1157
2008-09-30,1158
2008-06-30,1154
2008-03-31,1159
2007-12-31,1222
2007-09-30,1201
2007-06-30,1257
2007-03-31,1266
2006-12-31,1286
2006-09-30,1277
2006-06-30,1294
2006-03-31,1296
2005-12-31,1308
2005-09-30,1308
2005-06-30,1314
2005-03-31,1326
