Date,Shares
2020-12-31,103.0
2020-09-30,
2020-06-30,103.0
2020-03-31,105.0
2019-12-31,102.0
2019-09-30,101.0
2019-06-30,101.0
2019-03-31,100.0
2018-12-31,99.0
2018-09-30,99.0
2018-06-30,99.0
2018-03-31,99.0
2017-12-31,92.0
2017-09-30,91.0
2017-06-30,92.0
2017-03-31,94.0
2016-12-31,94.0
2016-09-30,95.0
2016-06-30,95.0
2016-03-31,95.0
2015-12-31,96.0
2015-09-30,96.0
2015-06-30,97.0
2015-03-31,97.0
2014-12-31,96.0
2014-09-30,96.0
2014-06-30,96.0
2014-03-31,96.0
2013-12-31,95.0
2013-09-30,96.0
2013-06-30,95.0
2013-03-31,95.0
2012-12-31,94.0
2012-09-30,95.0
2012-06-30,95.0
2012-03-31,92.0
2011-12-31,84.0
2011-09-30,83.0
2011-06-30,84.0
2011-03-31,83.0
2010-12-31,84.0
2010-09-30,83.0
2010-06-30,83.0
2010-03-31,84.0
2009-12-31,83.0
2009-09-30,84.0
2009-06-30,83.0
2009-03-31,83.0
2008-12-31,83.0
2008-09-30,83.0
2008-06-30,83.0
2008-03-31,83.0
2007-12-31,82.0
2007-09-30,82.0
2007-06-30,83.0
2007-03-31,80.0
2006-12-31,80.0
2006-09-30,80.0
2006-06-30,80.0
2006-03-31,80.0
2005-12-31,79.0
2005-09-30,79.0
2005-06-30,79.0
2005-03-31,79.0
