Date,EBIT
2020-12-31,$249
2020-09-30,$199
2020-06-30,$211
2020-03-31,$122
2019-12-31,$203
2019-09-30,$205
2019-06-30,$187
2019-03-31,$236
2018-12-31,$49
2018-09-30,$142
2018-06-30,$71
2018-03-31,$96
2017-12-31,$66
2017-09-30,$87
2017-06-30,$74
2017-03-31,$16
2016-12-31,$66
2016-09-30,$-11
2016-06-30,$23
2016-03-31,$16
2015-12-31,$24
2015-09-30,$76
2015-06-30,$72
2015-03-31,$57
2014-12-31,$118
2014-09-30,$81
2014-06-30,$34
2014-03-31,$75
2013-12-31,$108
2013-09-30,$127
2013-06-30,$72
2013-03-31,$108
2012-12-31,$14
2012-09-30,$104
2012-06-30,$17
2012-03-31,$72
2011-12-31,$53
2011-09-30,$16
2011-06-30,
2011-03-31,$83
2010-12-31,$60
2010-09-30,$63
2010-06-30,$81
2010-03-31,$91
2009-12-31,$76
2009-09-30,$109
2009-06-30,$87
2009-03-31,$18
2008-12-31,$-20
2008-09-30,$-53
2008-06-30,$45
2008-03-31,$55
2007-12-31,$-3
2007-09-30,$111
2007-06-30,$118
2007-03-31,$127
2006-12-31,$-4
2006-09-30,$183
2006-06-30,$161
2006-03-31,$147
2005-12-31,$12
2005-09-30,$84
2005-06-30,$171
2005-03-31,$147
