Date,EBITDA
2020-12-31,$211
2020-09-30,$236
2020-06-30,$216
2020-03-31,$122
2019-12-31,$153
2019-09-30,$265
2019-06-30,$189
2019-03-31,$220
2018-12-31,$73
2018-09-30,$196
2018-06-30,$66
2018-03-31,$91
2017-12-31,$70
2017-09-30,$82
2017-06-30,$73
2017-03-31,$17
2016-12-31,$71
2016-09-30,$-10
2016-06-30,$30
2016-03-31,$23
2015-12-31,$44
2015-09-30,$84
2015-06-30,$71
2015-03-31,$62
2014-12-31,$130
2014-09-30,$89
2014-06-30,$42
2014-03-31,$85
2013-12-31,$124
2013-09-30,$137
2013-06-30,$78
2013-03-31,$118
2012-12-31,$28
2012-09-30,$112
2012-06-30,$20
2012-03-31,$78
2011-12-31,$63
2011-09-30,$25
2011-06-30,$6
2011-03-31,$90
2010-12-31,$81
2010-09-30,$83
2010-06-30,$86
2010-03-31,$97
2009-12-31,$81
2009-09-30,$124
2009-06-30,$87
2009-03-31,$27
2008-12-31,$321
2008-09-30,$-38
2008-06-30,$43
2008-03-31,$63
2007-12-31,$334
2007-09-30,$117
2007-06-30,$125
2007-03-31,$134
2006-12-31,$347
2006-09-30,$189
2006-06-30,$175
2006-03-31,$149
2005-12-31,$390
2005-09-30,$87
2005-06-30,$174
2005-03-31,$150
