Date,EBIT
2020-12-31,$415
2020-09-30,$490
2020-06-30,$321
2020-03-31,$348
2019-12-31,$357
2019-09-30,$497
2019-06-30,$410
2019-03-31,$352
2018-12-31,$436
2018-09-30,$423
2018-06-30,$377
2018-03-31,$385
2017-12-31,$352
2017-09-30,$305
2017-06-30,$325
2017-03-31,$207
2016-12-31,$255
2016-09-30,$302
2016-06-30,$250
2016-03-31,$233
2015-12-31,$213
2015-09-30,$276
2015-06-30,$226
2015-03-31,$206
2014-12-31,$235
2014-09-30,$236
2014-06-30,$210
2014-03-31,$181
2013-12-31,$206
2013-09-30,$166
2013-06-30,$155
2013-03-31,$190
2012-12-31,$195
2012-09-30,$188
2012-06-30,$198
2012-03-31,$131
2011-12-31,$128
2011-09-30,$137
2011-06-30,$152
2011-03-31,$148
2010-12-31,$154
2010-09-30,$135
2010-06-30,$129
2010-03-31,$130
2009-12-31,$106
2009-09-30,$107
2009-06-30,$114
2009-03-31,$88
2008-12-31,$153
2008-09-30,$167
2008-06-30,$194
2008-03-31,$221
2007-12-31,$247
2007-09-30,$268
2007-06-30,$240
2007-03-31,$208
2006-12-31,$197
2006-09-30,$191
2006-06-30,$176
2006-03-31,$155
2005-12-31,$120
2005-09-30,$104
2005-06-30,$84
2005-03-31,$84
