Date,Shares
2020-12-31,113
2020-09-30,113
2020-06-30,113
2020-03-31,110
2019-12-31,109
2019-09-30,110
2019-06-30,108
2019-03-31,106
2018-12-31,103
2018-09-30,102
2018-06-30,102
2018-03-31,102
2017-12-31,101
2017-09-30,102
2017-06-30,102
2017-03-31,100
2016-12-31,80
2016-09-30,80
2016-06-30,80
2016-03-31,78
2015-12-31,77
2015-09-30,77
2015-06-30,77
2015-03-31,77
2014-12-31,74
2014-09-30,74
2014-06-30,74
2014-03-31,74
2013-12-31,74
2013-09-30,74
2013-06-30,74
2013-03-31,74
2012-12-31,74
2012-09-30,74
2012-06-30,74
2012-03-31,74
2011-12-31,73
2011-09-30,73
2011-06-30,73
2011-03-31,73
2010-12-31,72
2010-09-30,73
2010-06-30,73
2010-03-31,70
2009-12-31,50
2009-09-30,49
2009-06-30,49
2009-03-31,48
2008-12-31,49
2008-09-30,48
2008-06-30,49
2008-03-31,49
2007-12-31,50
2007-09-30,49
2007-06-30,50
2007-03-31,50
2006-12-31,49
2006-09-30,50
2006-06-30,50
2006-03-31,47
2005-12-31,46
2005-09-30,46
2005-06-30,46
2005-03-31,46
